3;N;X;1;A00;A00.-;A00;A00;Colera;Colera;;;9;9;9999;9999;9;J;J
4;T;X;1;A00;A00.0;A00.0;A000;Colera da Vibrio cholerae O:1, biotipo del colera;Colera;Colera da Vibrio cholerae O:1, biotipo del colera;;9;9;9999;9999;9;J;J
4;T;X;1;A00;A00.1;A00.1;A001;Colera da Vibrio cholerae O:1, biotipo El Tor;Colera;Colera da Vibrio cholerae O:1, biotipo El Tor;;9;9;9999;9999;9;J;J
4;T;X;1;A00;A00.9;A00.9;A009;Colera non specificato;Colera;Colera non specificato;;9;9;9999;9999;9;J;J
3;N;X;1;A00;A01.-;A01;A01;Febbre tifoide e paratifo;Febbre tifoide e paratifo;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.0;A01.0;A010;Febbre tifoide;Febbre tifoide e paratifo;Febbre tifoide;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.1;A01.1;A011;Paratifo A;Febbre tifoide e paratifo;Paratifo A;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.2;A01.2;A012;Paratifo B;Febbre tifoide e paratifo;Paratifo B;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.3;A01.3;A013;Paratifo C;Febbre tifoide e paratifo;Paratifo C;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.4;A01.4;A014;Paratifo non specificato;Febbre tifoide e paratifo;Paratifo non specificato;;9;9;9999;9999;9;N;J
3;N;X;1;A00;A02.-;A02;A02;Altre infezioni da salmonella;Altre infezioni da salmonella;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.0;A02.0;A020;Enterite da salmonella;Altre infezioni da salmonella;Enterite da salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.1;A02.1;A021;Sepsi da salmonella;Altre infezioni da salmonella;Sepsi da salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.2;A02.2;A022;Infezioni localizzate da salmonella;Altre infezioni da salmonella;Infezioni localizzate da salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.8;A02.8;A028;Altre infezioni da salmonella, specificate;Altre infezioni da salmonella;Altre infezioni da salmonella, specificate;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.9;A02.9;A029;Infezione da salmonella, non specificata;Altre infezioni da salmonella;Infezione da salmonella, non specificata;;9;9;9999;9999;9;N;J
3;N;X;1;A00;A03.-;A03;A03;Shigellosi;Shigellosi;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.0;A03.0;A030;Shigellosi da Shigella dysenteriae;Shigellosi;Shigellosi da Shigella dysenteriae;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.1;A03.1;A031;Shigellosi da Shigella flexneri;Shigellosi;Shigellosi da Shigella flexneri;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.2;A03.2;A032;Shigellosi da Shigella boydii;Shigellosi;Shigellosi da Shigella boydii;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.3;A03.3;A033;Shigellosi da Shigella sonnei;Shigellosi;Shigellosi da Shigella sonnei;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.8;A03.8;A038;Altre shigellosi;Shigellosi;Altre shigellosi;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.9;A03.9;A039;Shigellosi non specificata;Shigellosi;Shigellosi non specificata;;9;9;9999;9999;9;N;J
3;N;X;1;A00;A04.-;A04;A04;Altre infezioni batteriche intestinali;Altre infezioni batteriche intestinali;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.0;A04.0;A040;Infezione da Escherichia coli enteropatogena;Altre infezioni batteriche intestinali;Infezione da Escherichia coli enteropatogena;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.1;A04.1;A041;Infezione da Escherichia coli enterotossigena;Altre infezioni batteriche intestinali;Infezione da Escherichia coli enterotossigena;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.2;A04.2;A042;Infezione da Escherichia coli enteroinvasiva;Altre infezioni batteriche intestinali;Infezione da Escherichia coli enteroinvasiva;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.3;A04.3;A043;Infezione da Escherichia coli enteroemorragica;Altre infezioni batteriche intestinali;Infezione da Escherichia coli enteroemorragica;;9;9;9999;9999;9;N;J
