3;N;X;1;A00;A00.-;A00;A00;Choléra;Choléra;;;9;9;9999;9999;9;J;J
4;T;X;1;A00;A00.0;A00.0;A000;A Vibrio cholerae 01, biovar cholerae;Choléra;A Vibrio cholerae 01, biovar cholerae;;9;9;9999;9999;9;J;J
4;T;X;1;A00;A00.1;A00.1;A001;A Vibrio cholerae 01, biovar El Tor;Choléra;A Vibrio cholerae 01, biovar El Tor;;9;9;9999;9999;9;J;J
4;T;X;1;A00;A00.9;A00.9;A009;Choléra, sans précision;Choléra;Choléra, sans précision;;9;9;9999;9999;9;J;J
3;N;X;1;A00;A01.-;A01;A01;Fièvres typhoïde et paratyphoïde;Fièvres typhoïde et paratyphoïde;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.0;A01.0;A010;Fièvre typhoïde;Fièvres typhoïde et paratyphoïde;Fièvre typhoïde;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.1;A01.1;A011;Paratyphoïde A;Fièvres typhoïde et paratyphoïde;Paratyphoïde A;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.2;A01.2;A012;Paratyphoïde B;Fièvres typhoïde et paratyphoïde;Paratyphoïde B;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.3;A01.3;A013;Paratyphoïde C;Fièvres typhoïde et paratyphoïde;Paratyphoïde C;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A01.4;A01.4;A014;Paratyphoïde, sans précision;Fièvres typhoïde et paratyphoïde;Paratyphoïde, sans précision;;9;9;9999;9999;9;N;J
3;N;X;1;A00;A02.-;A02;A02;Autres infections à Salmonella;Autres infections à Salmonella;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.0;A02.0;A020;Entérite à Salmonella;Autres infections à Salmonella;Entérite à Salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.1;A02.1;A021;Septicémie à Salmonella;Autres infections à Salmonella;Septicémie à Salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.2;A02.2;A022;Infection localisée à Salmonella;Autres infections à Salmonella;Infection localisée à Salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.8;A02.8;A028;Autres infections précisées à Salmonella;Autres infections à Salmonella;Autres infections précisées à Salmonella;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A02.9;A02.9;A029;Infection à Salmonella, sans précision;Autres infections à Salmonella;Infection à Salmonella, sans précision;;9;9;9999;9999;9;N;J
3;N;X;1;A00;A03.-;A03;A03;Shigellose;Shigellose;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.0;A03.0;A030;Shigellose à Shigella dysenteriae;Shigellose;Shigellose à Shigella dysenteriae;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.1;A03.1;A031;Shigellose à Shigella flexneri;Shigellose;Shigellose à Shigella flexneri;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.2;A03.2;A032;Shigellose à Shigella boydii;Shigellose;Shigellose à Shigella boydii;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.3;A03.3;A033;Shigellose à Shigella sonnei;Shigellose;Shigellose à Shigella sonnei;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.8;A03.8;A038;Autres shigelloses;Shigellose;Autres shigelloses;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A03.9;A03.9;A039;Shigellose, sans précision;Shigellose;Shigellose, sans précision;;9;9;9999;9999;9;N;J
3;N;X;1;A00;A04.-;A04;A04;Autres infections intestinales bactériennes;Autres infections intestinales bactériennes;;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.0;A04.0;A040;Infection entéropathogène à Escherichia coli;Autres infections intestinales bactériennes;Infection entéropathogène à Escherichia coli;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.1;A04.1;A041;Infection entérotoxigène à Escherichia coli;Autres infections intestinales bactériennes;Infection entérotoxigène à Escherichia coli;;9;9;9999;9999;9;N;J
4;T;X;1;A00;A04.2;A04.2;A042;Infection entéro-invasive à Escherichia coli;Autres infections intestinales bactériennes;Infection entéro-invasive à Escherichia coli;;9;9;9999;9999;9;N;J
